,Post,Caption,Date,likes,id_father,id_child,username;
"679,B166OkVBPJR,@annaandrews311,""Sep 2, 2019"",0,17914501795331590,,listentomewine";
"680,B166OkVBPJR,😍,""Sep 2, 2019"",1,17923864210319443,,joewalker777";
"681,B166OkVBPJR,@niiranen,""Sep 2, 2019"",0,17959413259291171,,chloe.eunice";
"682,B166OkVBPJR,@jenmurff,""Sep 2, 2019"",1,18066485827089899,,semurff66";
"683,B166OkVBPJR,@jairogodoyg,""Sep 2, 2019"",0,17853650377545131,,fregoleon";
"684,B166OkVBPJR,@carolpeterson08,""Sep 2, 2019"",0,17849172979570758,,davepeterson_";
"685,B166OkVBPJR,@fabianandresrodriguez 😂,""Sep 2, 2019"",0,17872613713452083,18067264369093643,carlosandresmoon";
"686,B166OkVBPJR,@carlosandresmoon pffff,""Sep 2, 2019"",0,17872613713452083,,fabianandresrodriguez";
"687,B166OkVBPJR,💯💯💯💯💯💯💯💯💯,""Sep 2, 2019"",0,18096626443062168,,dierzun";
"688,B166OkVBPJR,@acey.kbb 😂,""Sep 2, 2019"",0,17845449298610827,18067215163084617,funding_secured_420";
"689,B166OkVBPJR,Did this to you @funding_secured_420 on that test drive 😂😂,""Sep 2, 2019"",1,17845449298610827,,bricksbyacey";
"690,B166OkVBPJR,👍👍👍,""Sep 2, 2019"",0,17921127280323030,,karim_olimovich";
"691,B166OkVBPJR,🙌🏼🙌🏼😂,""Sep 2, 2019"",0,18097994218010336,,sirronjiggs";
"692,B166OkVBPJR,@roshinyunus,""Sep 2, 2019"",1,17892064066386781,,lukasznovak";
"693,B166OkVBPJR,@david.fuller.376258 #ineedatesla,""Sep 2, 2019"",0,18012138883243619,,lfuller16";
"694,B166OkVBPJR,More fun with kids in the back,""Sep 2, 2019"",0,17880617839421705,,danni_elife";
"695,B166OkVBPJR,@tannerfox,""Sep 2, 2019"",0,17921547241323548,,jacksonbuscher";
"696,B166OkVBPJR,@theboy.ig 😂😂,""Sep 3, 2019"",0,17882679268411378,18096035671017200,ballislife_cath";
"697,B166OkVBPJR,@ballislifecath too fast to furious 🤫,""Sep 2, 2019"",1,17882679268411378,,theboy.ig";
"698,B166OkVBPJR,@atylercole,""Sep 2, 2019"",1,17864454166474832,,cs.sca";
"699,B166OkVBPJR,@bendorrough,""Sep 2, 2019"",0,17855490646520600,,caseydorrough";
"700,B166OkVBPJR,@shandarogers_,""Sep 2, 2019"",0,17852844517554848,,batman10101979";
"701,B166OkVBPJR,@luke.lansford,""Sep 2, 2019"",0,18067641688143742,,cs.sca";
"702,B166OkVBPJR,Love the feeling in our Model 3 too!,""Sep 2, 2019"",0,18097644430058305,,linda.montemarano";
"703,B166OkVBPJR,@aaron.harris7 haha yeah,""Sep 2, 2019"",0,17848044481590008,18096125899045776,zari.fah";
"704,B166OkVBPJR,@zari.fah remember this?,""Sep 2, 2019"",0,17848044481590008,,aaron.harris7";
"705,B166OkVBPJR,@maliakristin,""Sep 2, 2019"",0,17861996191494274,,devonpatterson";
"706,B166OkVBPJR,Gonna get one! @wek.life,""Sep 2, 2019"",0,17868204259461043,,patrickaahad";
"707,B166OkVBPJR,@billsami it's not true. I reacted like this in my evo. It's fsster anyways.,""Sep 4, 2019"",0,18097241656049744,18061448392157410,smickoski";
"708,B166OkVBPJR,@smickoski you in my xr6 turbo 😍,""Sep 2, 2019"",0,18097241656049744,,billsami";
"709,B166OkVBPJR,""Wow, is that a six head?"",""Sep 2, 2019"",0,17879505802425477,,vonwolfgang10";
"710,B166OkVBPJR,@luteriumash sonho meu,""Sep 2, 2019"",0,17872532431446281,,duduyamauchi";
"711,B166OkVBPJR,@carrathers,""Sep 2, 2019"",0,17867996080462387,,randykhatami";
"712,B166OkVBPJR,@sldesigns1 😜,""Sep 2, 2019"",0,18092651353067758,,randykhatami";
"713,B166OkVBPJR,😂😂,""Sep 2, 2019"",0,17973714940303083,,emar6615";
"714,B166OkVBPJR,@elmoisinnocent this is entirely too sensual,""Sep 2, 2019"",1,17902408267366202,17845501567612056,thalierr";
"715,B166OkVBPJR,@thalierr 😂😂😂,""Sep 2, 2019"",0,17902408267366202,17865630553471592,elmoisinnocent";
"716,B166OkVBPJR,@thalierr,""Sep 2, 2019"",0,17902408267366202,,elmoisinnocent";
"717,B166OkVBPJR,They def laid the seats down after this 😂,""Sep 2, 2019"",0,17902424212366338,,kyle_____mackenzie";
"718,B166OkVBPJR,@tammiwalk,""Sep 2, 2019"",0,17983374016272760,,ben.walker.73";
"719,B166OkVBPJR,@karentheshorty,""Sep 2, 2019"",0,17848617724585230,,john.s.gilmore";
"720,B166OkVBPJR,@wi11reinhard because Bear doesn’t have an IG,""Sep 2, 2019"",0,18095034157050350,,joshandabear";
"721,B166OkVBPJR,@jade_brock5616,""Sep 2, 2019"",0,17999675842249865,,verbrock";
"722,B166OkVBPJR,@tiphanierae ☕️,""Sep 2, 2019"",1,17853716038534245,,champagnewolfson";
"723,B166OkVBPJR,@britneyderks_ hehehehe,""Sep 2, 2019"",1,17892282469389394,,arunlakhisaran";
"724,B166OkVBPJR,Y,""Sep 2, 2019"",0,18066628642081119,,tha_grinch_";
"725,B166OkVBPJR,A,""Sep 2, 2019"",0,18049341352195208,,tha_grinch_";
"726,B166OkVBPJR,G,""Sep 2, 2019"",0,18067973809185217,,tha_grinch_";
"727,B166OkVBPJR,@sscott38 💯,""Sep 2, 2019"",0,18052089712173856,17904145432362419,sarah_aka_cupcake";
728,B166OkVBPJR,@kickin_cupcake whenever there is a red light and I am at the line;"),""Sep 2, 2019"",0,18052089712173856,,sscott38"
"729,B166OkVBPJR,""Great """"batteries"""" to hold those charges to flow those motors......but it's just like a muscle car, you stomp it every so often you still have to """" fuel or change """" what's pushing.....so, can. Telsa handle drag nights, bring it race it, it will run out of charge"",""Sep 2, 2019"",0,17845470736608693,,ovitt423";
"730,B166OkVBPJR,@amelia1865 ❤️,""Sep 2, 2019"",0,17901603886369064,,mk6.dom";
"731,B166OkVBPJR,@kayteejohnson,""Sep 2, 2019"",0,18086461402077813,,ajgotaninsta";
"732,B166OkVBPJR,@courtneycmcfarland,""Sep 2, 2019"",0,17853846712539614,,canyonsovstatic";
"733,B166OkVBPJR,@harmansaprai,""Sep 2, 2019"",0,18073816954127614,,derekshannon";
"734,B166OkVBPJR,@kmeist,""Sep 2, 2019"",0,18067103095187894,,ryanmkevorkian";
"735,B166OkVBPJR,@raphymartinez 😂😂😂 all the time. It never gets old! Lol,""Sep 2, 2019"",0,17844148141624073,18056965894161887,amanda_athens";
"736,B166OkVBPJR,@amanda_athens,""Sep 2, 2019"",0,17844148141624073,,raphymartinez";
"737,B166OkVBPJR,@3_will_coates_3,""Sep 2, 2019"",0,17959644292291608,,jenmwe3";
"738,B166OkVBPJR,@jennawhoo 😘,""Sep 2, 2019"",1,17874629011439000,,austinmd";
"739,B166OkVBPJR,@therealerikhuso constantly carsick,""Sep 2, 2019"",0,17992145170268120,18087757267079601,elyssamarie83";
"740,B166OkVBPJR,@elyssamarie83,""Sep 2, 2019"",1,17992145170268120,,therealerikhuso";
"741,B166OkVBPJR,@michaelaustinsierra,""Sep 2, 2019"",0,18067292593082309,,davidjsierra";
"742,B166OkVBPJR,😂😂 ⚡️,""Sep 2, 2019"",0,18012323287245259,,cr_n11";
"743,B166OkVBPJR,@mitchsantillana jajajaja,""Sep 3, 2019"",0,17997941488260436,18073275673124313,feranceno";
"744,B166OkVBPJR,@feranceno,""Sep 2, 2019"",0,17997941488260436,,mitchsantillana";
"745,B166OkVBPJR,@laloperezfernandez,""Sep 2, 2019"",0,18057049429160845,,franceniam";
"746,B166OkVBPJR,@edward_anthony_alonzo i don’t get it,""Sep 3, 2019"",0,18031844758200543,17861370232483750,ashley_alonzo1";
"747,B166OkVBPJR,@rick_alonzo_33 @ashley_alonzo1,""Sep 2, 2019"",0,18031844758200543,,edward_anthony_alonzo";
"748,B166OkVBPJR,""Em Portugal será o meu próximo carro, fui testado e foi o máximo..model 3 dualmotor 👍"",""Sep 2, 2019"",1,18077993974107995,,jucasilhe";
"749,B166OkVBPJR,@o_adetunji89 this is me all day,""Sep 2, 2019"",0,17876355379435116,18076154998118533,hellen_adetunji";
"750,B166OkVBPJR,@hellen_titus,""Sep 2, 2019"",1,17876355379435116,,o_adetunji89";
"751,B166OkVBPJR,I hope he let her drive too.,""Sep 2, 2019"",0,17852689924537655,,madelyndoes";
"752,B166OkVBPJR,@crust_city,""Sep 2, 2019"",0,17862990208484966,,schrieversophie";
"753,B166OkVBPJR,@dancuarini,""Sep 2, 2019"",0,18096080887026155,,nickderoo";
"754,B166OkVBPJR,@rslider,""Sep 2, 2019"",1,18031010497200835,,alec.kinahan";
"755,B166OkVBPJR,Roller coaster ride @mandrws93,""Sep 2, 2019"",1,18056968288167350,,balanced_maur";
"756,B166OkVBPJR,@jasontfishman @nicsweez16,""Sep 2, 2019"",0,17927260213310475,,dhrncx";
"757,B166OkVBPJR,@hungarian_kris LMFAO❤️,""Sep 2, 2019"",1,17923701529320367,17912035525343425,spirit_laryn";
"758,B166OkVBPJR,@spirit_laryn,""Sep 2, 2019"",1,17923701529320367,,hungarian_kris";
"759,B166OkVBPJR,Me driving llamar to soccer practice @hanavnewnam,""Sep 2, 2019"",1,17853696667537086,,lillyyagirl";
"760,B166OkVBPJR,@rebekahthoman,""Sep 2, 2019"",0,17880539122422260,,kelseythoman";
"761,B166OkVBPJR,@jillian_r,""Sep 2, 2019"",1,17898547231370536,,moeljurray";
"762,B166OkVBPJR,""This is the most 2019 video I've ever seen, a millennial couple driving their Tesla while listening to Cardi B"",""Sep 2, 2019"",0,17885914828406507,,mathew.herman";
"763,B166OkVBPJR,@nic_the_airbag16 @nicholas.bastien,""Sep 2, 2019"",0,18095399581057399,,martinroy_";
"764,B166OkVBPJR,@lizsinclair1,""Sep 2, 2019"",0,17997946171256727,,kodabearpaws";
"765,B166OkVBPJR,@ivanjankovic16 al zena je na najboljem mjestu 😂😂,""Sep 3, 2019"",0,17900436349370157,17923957573321103,tanja.soldat";
"766,B166OkVBPJR,@trickster_010 samo bez tesle 😂,""Sep 2, 2019"",1,17900436349370157,,tofudostavljac";
"767,B166OkVBPJR,""But only with a Tesla, without it doesn’t gets old it is lame😂"",""Sep 2, 2019"",0,18061238950158181,,c4ristx";
"768,B166OkVBPJR,Sad,""Sep 2, 2019"",0,18032270740207172,,bharmory";
"769,B166OkVBPJR,@laszlo1863,""Sep 2, 2019"",1,17983615606272191,,michi_stef";
"770,B166OkVBPJR,@alice.janine @theoriginalmsm,""Sep 2, 2019"",1,18075989398115198,,michi_stef";
"771,B166OkVBPJR,@bkreiner98,""Sep 2, 2019"",0,18096639262056540,,michi_stef";
"772,B166OkVBPJR,""🏎🏎. Or should I say, 🚀🚀"",""Sep 2, 2019"",0,17852836720554344,,porsche.taycan.canada";
"773,B166OkVBPJR,@hannahrusselllll lol,""Sep 2, 2019"",0,18051800932168144,,the_jamie_harvey";
"774,B166OkVBPJR,i love tesla😍😍,""Sep 2, 2019"",0,17865924295475306,,tobias_555_mb";
"775,B166OkVBPJR,@n.kokolantonakis,""Sep 2, 2019"",0,17867574091463558,,thodoris.drs";
"776,B166OkVBPJR,@mississippipitbull,""Sep 2, 2019"",0,17847951748591951,,mrs_ac1";
"777,B166OkVBPJR,@nickstergiou @ott.sella @anna_skreki memories❤️❤️❤️❤️❤️❤️,""Sep 2, 2019"",1,18017232364227149,18061515844154918,thegoldelocks";
"778,B166OkVBPJR,@thegoldelocks @anna_skreki @ott.sella,""Sep 2, 2019"",0,18017232364227149,,nickstergiou";
"779,B166OkVBPJR,@za7raabdul,""Sep 2, 2019"",0,18067149856136981,,althaafakoo";
"780,B166OkVBPJR,@donnapeen 😬😬😬,""Sep 2, 2019"",0,17892160360381030,,ivo_d";
"781,B166OkVBPJR,@manda_welsh one day 🙏🏼🙏🏼,""Sep 2, 2019"",0,17998099468261808,,elyk_93";
"782,B166OkVBPJR,@dheyaa_mikha 😂🙌🏼,""Sep 2, 2019"",1,18073633129123606,17900378806371802,carswithoutgas";
"783,B166OkVBPJR,Why can't my equinox do that,""Sep 2, 2019"",1,18073633129123606,,dheyaa_mikha";
"784,B166OkVBPJR,@willteke,""Sep 2, 2019"",0,18050131579199711,,mcpherson_58";
"785,B166OkVBPJR,@rafaelgaravello 😂,""Sep 2, 2019"",1,17891967685384076,17853751831544797,carswithoutgas";
"786,B166OkVBPJR,💦 👙,""Sep 2, 2019"",1,17891967685384076,,rafaelgaravello";
"787,B166OkVBPJR,He’s punchin,""Sep 2, 2019"",0,17845435849610908,,olddeadeyefilm";
"788,B166OkVBPJR,@amit.846 ooh wow,""Sep 2, 2019"",0,17866741660463036,17916349264329949,nick_h_z06";
"789,B166OkVBPJR,@nick_h_z06,""Sep 2, 2019"",0,17866741660463036,,amit.846";
"790,B166OkVBPJR,One day,""Sep 2, 2019"",0,18096793804003929,,yadan_gonzalez";
"791,B166OkVBPJR,@nataliadaveg miss this?,""Sep 2, 2019"",0,17862861361488850,,sarabitious";
"792,B166OkVBPJR,This video just reaks of white privilege,""Sep 2, 2019"",0,18063751261192476,,bunk_trunk_soon_";
"793,B166OkVBPJR,@blue_better_blaze the effects of a Tesla,""Sep 2, 2019"",0,17852619979529186,,jamesmccordd";
"794,B166OkVBPJR,I make ignorant comics look at me,""Sep 2, 2019"",0,17853741436533708,,guneiverse";
"795,B166OkVBPJR,@onewinterstale hahaha totallyyy,""Sep 2, 2019"",0,17848004677590544,18095527405037211,olinepine";
"796,B166OkVBPJR,@olinepine 😂😂😂,""Sep 2, 2019"",1,17848004677590544,,onewinterstale";
"797,B166OkVBPJR,""This acceleration is awesome, but I think it's more emotional when you hear your car screaming 😂 while accelerating very fast"",""Sep 2, 2019"",1,17848644724577916,,myszonwow";
"798,B166OkVBPJR,@sebastian.pak6,""Sep 2, 2019"",1,18092706934065655,,josef_porras";
"799,B166OkVBPJR,@kama13,""Sep 2, 2019"",0,17992539037271009,,eparra666";
"800,B166OkVBPJR,@spencerdaems all day,""Sep 2, 2019"",0,18077236834102912,18064352314193958,rajanssekhon";
"801,B166OkVBPJR,@singrrajan,""Sep 2, 2019"",1,18077236834102912,,spencerdaems";
"802,B166OkVBPJR,@brbutter Same! ⚡️,""Sep 2, 2019"",0,18018742399226010,18017408104228854,carswithoutgas";
"803,B166OkVBPJR,This is why I want to get an electric vehicle.,""Sep 2, 2019"",2,18018742399226010,,brbutter";
"804,B166OkVBPJR,@vanbrabantmirte,""Sep 2, 2019"",1,18057244855161269,,nicolasrobeyns";
"805,B166OkVBPJR,@matijahardi divljak jedan,""Sep 2, 2019"",1,18072419536120579,17855535886524802,paularambousek";
"806,B166OkVBPJR,@paularambousek hehe,""Sep 2, 2019"",1,18072419536120579,,matijahardi";
"807,B166OkVBPJR,@farouk_o1 😭😭,""Sep 2, 2019"",1,17866152895471224,,lucifer_66692";
"808,B166OkVBPJR,@rolsanmordua @eligofe,""Sep 2, 2019"",0,18148814749053057,,bullettrain2osaka";
"809,B166OkVBPJR,@chayan_escala90 no sleeping! 🚗💨,""Sep 2, 2019"",0,18051778891173331,,razorfeathers";
"810,B166OkVBPJR,@emar6615,""Sep 2, 2019"",1,17992989631267639,,jd3ro";
"811,B166OkVBPJR,@scissorinalee wish you had this reaction.,""Sep 2, 2019"",0,17892077299383659,,djabi90";
"812,B166OkVBPJR,@nurul_ayan,""Sep 2, 2019"",1,17853675880529906,,zareerv";
"813,B166OkVBPJR,@birdy_legs lol me and @andy_rascal: “do you want puke in your car?” 😂😂😂,""Sep 2, 2019"",2,17879565181426828,17857101298518137,joshkaczmarek";
"814,B166OkVBPJR,@joshkaczmarek,""Sep 2, 2019"",0,17879565181426828,,birdy_legs";
"815,B166OkVBPJR,@rodztintshop @battery1882 lol,""Sep 3, 2019"",2,17865793918473587,18096206482062507,socallife335i";
"816,B166OkVBPJR,Me: what’s up with the pillow on the passenger side Client : My wife got tired of always bumping her head ! 😂 Me: Next time tell her to just wear a football helmet .... she’s killing your style Client : I Know HUH ......,""Sep 2, 2019"",1,17865793918473587,,rodztintshop";
"817,B166OkVBPJR,""Another cool feature: the touchscreen hits 1,000 degrees during the summer 😂"",""Sep 2, 2019"",0,17872079251452960,,cooker_pro_racing";
"818,B166OkVBPJR,@simon2d,""Sep 2, 2019"",0,18077632174111005,,see_tales";
"819,B166OkVBPJR,@yuvi.makkar i was gonna send this earlier hahah,""Sep 2, 2019"",1,17990004706263338,18077257270102871,al3x.richardson";
"820,B166OkVBPJR,@al3x.richardson,""Sep 2, 2019"",1,17990004706263338,,yuvi.makkar";
"821,B166OkVBPJR,@donnavanderkleij,""Sep 2, 2019"",1,18096462928006011,,rubenlvdk";
"822,B166OkVBPJR,@nicoleg_anloague You when I first got the car,""Sep 2, 2019"",1,17916731299331126,,ryan_anloague";
"823,B166OkVBPJR,@kyler.pitts 😂,""Sep 2, 2019"",0,18027617065211722,17908975807350838,carswithoutgas";
"824,B166OkVBPJR,""Just like every song, Carti B ruins it"",""Sep 2, 2019"",1,18027617065211722,,kyler.pitts";
"825,B166OkVBPJR,@alexandra__s0ares 🙌🏼,""Sep 2, 2019"",0,18018148669232669,17852894620557731,carswithoutgas";
"826,B166OkVBPJR,Couple goals! ❤️,""Sep 2, 2019"",1,18018148669232669,,alexandra_p_martins";
"827,B166OkVBPJR,@dunechka_rojas,""Sep 2, 2019"",0,18095581546050918,,emanuelreyes";
"828,B166OkVBPJR,@belgarion115,""Sep 2, 2019"",0,18099621352006186,,rockrosesandrye";
"829,B166OkVBPJR,@ajwithnosnap hahahahahahahahahahah,""Sep 2, 2019"",0,17844160024619540,18096293113015541,hope.rothenberg";
"830,B166OkVBPJR,@hope.rothenberg 😏😃haha,""Sep 2, 2019"",1,17844160024619540,,ajwithnosnap";
"831,B166OkVBPJR,@divine_one_management,""Sep 2, 2019"",0,18067818772140424,,royvaaron";
"832,B166OkVBPJR,@kimberlyannsteiner,""Sep 2, 2019"",0,18077760664105006,,samuel.steiner41";
"833,B166OkVBPJR,@wgsleight 🙄,""Sep 2, 2019"",0,17861763370493483,17882724964414760,torreyls";
"834,B166OkVBPJR,@torreyls,""Sep 2, 2019"",1,17861763370493483,,wgsleight";
"835,B166OkVBPJR,@mrsmeganstorie,""Sep 2, 2019"",0,17913556999339869,,mcmatthewburger";
"836,B166OkVBPJR,😍,""Sep 2, 2019"",0,18078058228109117,,valaniz";
"837,B166OkVBPJR,@jjack2007 @kevingendill,""Sep 2, 2019"",0,18061868116178987,,psapphire9";
"838,B166OkVBPJR,@phaseal3469 😂🙌🏼,""Sep 2, 2019"",0,18095986327009179,17906764111353312,carswithoutgas";
"839,B166OkVBPJR,Just can’t correlate the acceleration vs shirt buttons. 🤓 Attempting to duplicate the Toyota super acceleration video where the girls shirt bursts open from the pressure.,""Sep 2, 2019"",2,18095986327009179,,phaseal3469";
"840,B166OkVBPJR,@magnusschonhowd 😂🙈,""Sep 2, 2019"",0,18017861284231367,17892099064383769,veronicaeb";
"841,B166OkVBPJR,@veronicaeb 😅,""Sep 2, 2019"",0,18017861284231367,,magnusschonhowd";
"842,B166OkVBPJR,@chris_redc63amg Ayyyyy! 🥂,""Sep 2, 2019"",0,18017171452232267,17880646303422565,carswithoutgas";
"843,B166OkVBPJR,Someone: I want a car so fast it rips cloths off. Tesla: Hold my blunt,""Sep 2, 2019"",7,18017171452232267,,chris_redc63amg";
"844,B166OkVBPJR,@amyy_golding 😁,""Sep 2, 2019"",1,17847997495587104,,robgold7";
"845,B166OkVBPJR,@evan.j.petty okay am I that dramatic,""Sep 3, 2019"",0,17900441803366169,18063166162183335,ava_g_ciri";
"846,B166OkVBPJR,@ava_g_ciri no you’re much more dramatic,""Sep 3, 2019"",0,17900441803366169,18067366963138695,evan.j.petty";
"847,B166OkVBPJR,@evan.j.petty no like I mean am I that much more dramatic bc she’s not really reacting,""Sep 4, 2019"",0,17900441803366169,18063218653181806,ava_g_ciri";
"848,B166OkVBPJR,@Ava_g_ciri,""Sep 2, 2019"",0,17900441803366169,,evan.j.petty";
"849,B166OkVBPJR,@wmarstaller,""Sep 2, 2019"",0,17883276781414235,,steeviedj";
"850,B166OkVBPJR,@_._kristen_._,""Sep 2, 2019"",1,17859524242497756,,_mattlauer";
"851,B166OkVBPJR,@vjballa21 TOO SOON! Not the tacos!!!,""Sep 2, 2019"",0,17867619697467593,18066935482089546,heidyf";
"852,B166OkVBPJR,@heidyf hahaha I can just here you thinking “mmm finally after a long night of drinking I get to enjoy these delicious carne asada....Vroommmm...FCK!!!!!”,""Sep 2, 2019"",0,17867619697467593,17858440756512382,victor_paulo24";
"853,B166OkVBPJR,@vjballa21 I was honestly shocked and at a loss for words,""Sep 2, 2019"",0,17867619697467593,18025359991218203,heidyf";
"854,B166OkVBPJR,@heidyf 😂😂😂 they didn’t do it with tacos in their laps tho...we better lol,""Sep 2, 2019"",3,17867619697467593,,victor_paulo24";
"855,B166OkVBPJR,@cindygbrt 🔥🔥🔥,""Sep 2, 2019"",0,18096630271054615,,djimmy.fr";
"856,B166OkVBPJR,@michaelmotacos 😂😂,""Sep 2, 2019"",0,18066165301136737,,soyatika";
"857,B166OkVBPJR,😂😂😂,""Sep 2, 2019"",0,18062592325177010,,robwjensen";
"858,B166OkVBPJR,@mrvmad we gotta do a ghetto version of this 😂😂😂 #ouch,""Sep 2, 2019"",2,18061182157159994,17858846137507516,kgsmusic";
"859,B166OkVBPJR,@iescapedmy9to5 @kgsmusic,""Sep 2, 2019"",2,18061182157159994,,investwithlouie";
"860,B166OkVBPJR,My brother did this to me randomly I literally quickly held on hahahaha,""Sep 2, 2019"",0,17999660845249943,,stoney_king710";
"861,B166OkVBPJR,I swear if I see one more manchild-impresses-Tesla-riders video..,""Sep 2, 2019"",1,18089503930078500,,in.memphis";
"862,B166OkVBPJR,I love doing this to my co-pilots,""Sep 2, 2019"",1,18079499386112511,,redqueens";
"863,B166OkVBPJR,@mathiilda88 känner du igen dig? 😂,""Sep 2, 2019"",0,17861967649493951,,mr_westling";
"864,B166OkVBPJR,@justytyme were gonna die !,""Sep 2, 2019"",0,17905369981360583,18095628280029391,ayirpm";
"865,B166OkVBPJR,@racheburke @jayemzee @jm_tressler @ayirpm 🏎💨,""Sep 2, 2019"",1,17905369981360583,,justytyme";
"866,B166OkVBPJR,""Wait, is that Eva Lovia?"",""Sep 2, 2019"",1,18097910611011303,,alx_drkch";
"867,B166OkVBPJR,@baylee_woodward,""Sep 2, 2019"",0,17875238098441885,,realeriknorden";
"868,B166OkVBPJR,👏🏻👏🏻,""Sep 2, 2019"",0,18064364458133371,,financial.mentor";
"869,B166OkVBPJR,@novajuu_yt I hope to one day! ⚡️,""Sep 2, 2019"",0,18025530961216943,17858042104516704,carswithoutgas";
"870,B166OkVBPJR,Like if you can't afford a tesla,""Sep 2, 2019"",2,18025530961216943,,shpat.z";
"871,B166OkVBPJR,@tristanvilleneuve I love to scare you when I do this in the tesla I do own,""Sep 2, 2019"",1,17913664774341703,,julietmperrier";
"872,B166OkVBPJR,Took one of these bad boys for a test drive last year. Quickest thing I've ever driven. Instant face-melting torque (and there were 5 people in the car).,""Sep 2, 2019"",0,17885704378404677,,alan.graham.7169";
"873,B166OkVBPJR,@tomi.fernandezg no not really. I'm often the one doing the explaining. You didn't make a joke you made a statement then you contradicted it,""Sep 3, 2019"",0,17916717193327223,17849300710567189,jsaltygomes";
"874,B166OkVBPJR,@jsaltygomes maybe you have to explain your jokes because they don't make sense.. just like what you are saying now.,""Sep 3, 2019"",0,17916717193327223,17866173394469375,tomi.fernandezg";
"875,B166OkVBPJR,The only car in which you can do that and not be a douchebag,""Sep 2, 2019"",6,17916717193327223,,tomi.fernandezg";
"876,B166OkVBPJR,@phidx,""Sep 2, 2019"",0,17853616783551840,,ryanafranji";
"877,B166OkVBPJR,@dbrnathan,""Sep 2, 2019"",0,18097169767038014,,qnt_fmy";
"878,B166OkVBPJR,@stlxha en dan zou ik je uit de auto gooien😂,""Sep 2, 2019"",0,18095856064057861,,sxb.qg";
"879,B166OkVBPJR,@framneslia 💁🏻‍♂️,""Sep 2, 2019"",1,17851944808552682,,hallb3rg";
"880,B166OkVBPJR,@sanya__mathur everytime 😁,""Sep 2, 2019"",0,17959511059289558,,rishabh.mathur18";
"881,B166OkVBPJR,@kristel_1982 😎,""Sep 2, 2019"",0,17891717365387978,,berendbuitink";
"882,B166OkVBPJR,🇵🇹💚❤️,""Sep 2, 2019"",0,18097107916024084,,angels_cascais";
"883,B166OkVBPJR,@york.tippy33,""Sep 2, 2019"",1,18024979063218305,,walkonearthofficial";
"884,B166OkVBPJR,I’ve seen better movies inside a tesla just saying,""Sep 2, 2019"",0,17848701928581962,,bborgesbarreto";
"885,B166OkVBPJR,@jikky_patcharin 😜,""Sep 2, 2019"",0,18095421856031739,,options.master_jeff";
"886,B166OkVBPJR,@leyla.pachecog,""Sep 2, 2019"",0,17849968834573893,,sashasana_";
"887,B166OkVBPJR,@_johnnystansbury,""Sep 2, 2019"",0,17971820980286186,,henry__king1";
"888,B166OkVBPJR,I can’t @ anybody I don’t have a @teslamotors,""Sep 2, 2019"",0,17852717146533007,,steven_alaish";
"889,B166OkVBPJR,Even better when the passenger tries to drink...,""Sep 2, 2019"",0,18063685690130559,,tbrandenburger";
"890,B166OkVBPJR,@chrisfatha142 I do it in the model X P100D.,""Sep 2, 2019"",0,17878304056429705,,sebastianomelissari";
"891,B166OkVBPJR,Did the torque burst her buttons to her blouse?,""Sep 2, 2019"",0,17847976984591173,,atlledby25";
"892,B166OkVBPJR,That man would drive a Tesla,""Sep 2, 2019"",0,17984088715278568,,_cameron.lee._";
"893,B166OkVBPJR,@mihaelastroe,""Sep 2, 2019"",0,17861307172485323,,michaeldegroot01";
"894,B166OkVBPJR,@hasaninalsalehi 🤔,""Sep 2, 2019"",0,18067843672089006,17890240651388897,carswithoutgas";
"895,B166OkVBPJR,I am a TESLA model X owner and would appreciate a senior sales specialist contacting and sorting out a serious issue Jordan 🇯🇴 team is unfortunately unable to handle efficiently @teslamotors,""Sep 2, 2019"",1,18067843672089006,,hasaninalsalehi";
"896,B166OkVBPJR,@joseignacio.fs sometime in the future... 😂🤗,""Sep 2, 2019"",0,18001177534247884,,mariomartinezv_";
"897,B166OkVBPJR,being used to a superbike one still wasn’t ready for the silent elegant intense acceleration leaving your heart on the backseat for a second,""Sep 2, 2019"",0,18063402901146150,,ibisiki";
"898,B166OkVBPJR,""Hi Elon Musk, give me 500 dollars, please, since I don't have a tesla or cell phone"",""Sep 2, 2019"",1,18077084653115666,,irc3131";
"899,B166OkVBPJR,""Hi Elon Musk, give me 500 dollars, please, since I don't have a tesla or cell phone"",""Sep 2, 2019"",0,17905690870361442,,irc3131";
"900,B166OkVBPJR,@nickdpinkston,""Sep 2, 2019"",1,17847969226595795,,dastight";
"901,B166OkVBPJR,@danielgrzyb_official,""Sep 2, 2019"",0,17907961657355444,,mr_wrongway";
"902,B166OkVBPJR,@bipellikaan weet je nog? 🤗,""Sep 2, 2019"",0,18017134240233761,,andre.pellikaan1980";
"903,B166OkVBPJR,@monia_scarcia,""Sep 2, 2019"",0,17847933283593750,,svenssondahn";
"904,B166OkVBPJR,@amcrall,""Sep 2, 2019"",0,18073585870120092,,briancrall";
"905,B166OkVBPJR,@dippednbuttahsauce Same! ⚡️,""Sep 2, 2019"",0,18027118867208133,18028297702211088,carswithoutgas";
"906,B166OkVBPJR,I want one....willing to wash dishes in the back for life 😄❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🙌🏾🔥,""Sep 2, 2019"",2,18027118867208133,,dippednbuttahsauce";
"907,B166OkVBPJR,@_shevon_p,""Sep 2, 2019"",0,18032283049201040,,reshperera";
